,tbl_no,indicator,survey_id,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up,geog_type,area_name,area_type,district_code,district_name,province_name
830,tbl_05,Gender_Age_Group_Population,Census2017,Female,144406,2955,16382,33223,51876,60896,28526,40792,74121,88046,75383,86236,11718,7608,geog_1,Hazro Tehsil,Rural,39,Attock,Punjab
831,tbl_05,Gender_Age_Group_Population,Census2017,Female,75882,1829,9744,19410,28553,31631,14314,20974,38584,45251,39221,44362,5486,3570,geog_1,Hasan Abdal Tehsil,Rural,39,Attock,Punjab
832,tbl_05,Gender_Age_Group_Population,Census2017,Male,140446,3347,17501,35184,54708,62234,28246,38280,67753,81559,68128,79006,11682,7398,geog_1,Hazro Tehsil,Rural,39,Attock,Punjab
833,tbl_05,Gender_Age_Group_Population,Census2017,Male,78008,1834,10193,20569,30677,33791,14871,20756,37802,45098,38559,44053,5877,3797,geog_1,Hasan Abdal Tehsil,Rural,39,Attock,Punjab
834,tbl_05,Gender_Age_Group_Population,Census2017,Male,23084,593,3042,5841,8858,9804,4449,6064,11126,13435,11389,13148,1841,1252,geog_1,Jand Tehsil,Urban,39,Attock,Punjab
835,tbl_05,Gender_Age_Group_Population,Census2017,Male,33250,774,4065,8388,12805,14099,6050,8536,16364,19630,16873,19117,2394,1506,geog_1,Fateh Jang Tehsil,Urban,39,Attock,Punjab
836,tbl_05,Gender_Age_Group_Population,Census2017,Male,27569,565,3155,6487,10168,11902,5514,7551,13552,16507,13848,16130,2461,1519,geog_1,Hazro Tehsil,Urban,39,Attock,Punjab
837,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,14,0,0,0,0,3,3,3,10,12,11,14,3,2,geog_1,Jand Tehsil,Rural,39,Attock,Punjab
838,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,17,0,0,0,0,1,1,2,8,11,9,17,9,6,geog_1,Fateh Jang Tehsil,Rural,39,Attock,Punjab
839,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,26,0,0,0,0,10,10,19,23,24,23,25,3,2,geog_1,Attock Tehsil,Urban,39,Attock,Punjab
840,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,29,0,0,0,0,6,6,12,18,25,23,28,6,4,geog_1,Hazro Tehsil,Rural,39,Attock,Punjab
841,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,1,0,0,0,0,0,0,0,1,1,1,1,0,0,geog_1,Hasan Abdal Tehsil,Rural,39,Attock,Punjab
842,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,9,0,0,0,0,0,0,2,7,8,8,9,1,1,geog_1,Fateh Jang Tehsil,Urban,39,Attock,Punjab
843,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,5,0,0,0,0,3,3,4,4,4,4,5,1,1,geog_1,Hasan Abdal Tehsil,Urban,39,Attock,Punjab
844,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,75882,1829,9744,19410,28553,31631,14314,20974,38584,45251,39221,44362,5486,3570,geog_1,Hasan Abdal Tehsil,Rural,39,Attock,Punjab
845,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,33241,726,3925,7799,11800,13272,6071,9042,17543,20602,17878,20105,2361,1513,geog_1,Fateh Jang Tehsil,Urban,39,Attock,Punjab
846,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,25104,583,2869,5582,8488,9860,4715,6987,13384,15762,13609,15517,1996,1328,geog_1,Jand Tehsil,Urban,39,Attock,Punjab
847,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,144406,2955,16382,33223,51876,60896,28526,40792,74121,88046,75383,86236,11718,7608,geog_1,Hazro Tehsil,Rural,39,Attock,Punjab
848,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,100041,1989,11128,22921,35590,41746,19353,28211,54428,63052,55044,60211,5607,3468,geog_1,Attock Tehsil,Urban,39,Attock,Punjab
849,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,110735,2461,12871,25600,38910,45288,21421,31433,58469,68679,59561,67188,8159,5318,geog_1,Attock Tehsil,Rural,39,Attock,Punjab
850,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,27736,595,3022,6131,9476,11364,5482,7897,14498,17356,14916,17057,2323,1476,geog_1,Hazro Tehsil,Urban,39,Attock,Punjab
851,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,116212,2467,12393,24289,37006,43642,21209,31390,61119,73478,63591,74549,11473,7908,geog_1,Pindi Gheb Tehsil,Rural,39,Attock,Punjab
852,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,31174,710,4147,7864,11841,13056,5997,8733,16194,18816,16399,18134,1872,1152,geog_1,Hasan Abdal Tehsil,Urban,39,Attock,Punjab
853,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,129570,2658,13767,26437,40218,47569,23372,34442,67807,82281,71353,84261,13523,9325,geog_1,Jand Tehsil,Rural,39,Attock,Punjab
854,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,22986,500,2606,4960,7474,8531,4054,6223,12244,14694,12813,14647,1942,1209,geog_1,Pindi Gheb Tehsil,Urban,39,Attock,Punjab
855,tbl_05,Gender_Age_Group_Population,Census2017,Female,130510,2770,14745,29262,43772,50217,23459,34972,67749,80974,70773,81995,11897,8033,geog_1,Fateh Jang Tehsil,Rural,39,Attock,Punjab
856,tbl_05,Gender_Age_Group_Population,Census2017,Female,22986,500,2606,4960,7474,8531,4054,6223,12244,14694,12813,14647,1942,1209,geog_1,Pindi Gheb Tehsil,Urban,39,Attock,Punjab
857,tbl_05,Gender_Age_Group_Population,Census2017,Female,129570,2658,13767,26437,40218,47569,23372,34442,67807,82281,71353,84261,13523,9325,geog_1,Jand Tehsil,Rural,39,Attock,Punjab
858,tbl_05,Gender_Age_Group_Population,Census2017,Female,100041,1989,11128,22921,35590,41746,19353,28211,54428,63052,55044,60211,5607,3468,geog_1,Attock Tehsil,Urban,39,Attock,Punjab
859,tbl_05,Gender_Age_Group_Population,Census2017,Female,27736,595,3022,6131,9476,11364,5482,7897,14498,17356,14916,17057,2323,1476,geog_1,Hazro Tehsil,Urban,39,Attock,Punjab
860,tbl_05,Gender_Age_Group_Population,Census2017,Female,33241,726,3925,7799,11800,13272,6071,9042,17543,20602,17878,20105,2361,1513,geog_1,Fateh Jang Tehsil,Urban,39,Attock,Punjab
861,tbl_05,Gender_Age_Group_Population,Census2017,Female,110735,2461,12871,25600,38910,45288,21421,31433,58469,68679,59561,67188,8159,5318,geog_1,Attock Tehsil,Rural,39,Attock,Punjab
862,tbl_05,Gender_Age_Group_Population,Census2017,Male,110514,2572,13017,25374,39207,44264,20401,28368,53353,66176,56212,66696,11023,7458,geog_1,Pindi Gheb Tehsil,Rural,39,Attock,Punjab
863,tbl_05,Gender_Age_Group_Population,Census2017,Male,117735,2823,14658,28158,42727,47567,21913,29449,54886,68630,57639,69824,12705,8793,geog_1,Jand Tehsil,Rural,39,Attock,Punjab
864,tbl_05,Gender_Age_Group_Population,Census2017,Male,32039,733,4330,8243,12491,13573,6100,8567,15959,18952,16348,18271,2073,1284,geog_1,Hasan Abdal Tehsil,Urban,39,Attock,Punjab
865,tbl_05,Gender_Age_Group_Population,Census2017,Male,111968,2618,14042,27399,41913,47400,21991,30788,56393,67122,57337,65050,8269,5395,geog_1,Attock Tehsil,Rural,39,Attock,Punjab
866,tbl_05,Gender_Age_Group_Population,Census2017,Male,22205,488,2674,5241,7930,8807,3983,5762,10998,13493,11567,13381,1951,1214,geog_1,Pindi Gheb Tehsil,Urban,39,Attock,Punjab
867,tbl_05,Gender_Age_Group_Population,Census2017,Male,129406,2967,15662,30569,46080,51592,23628,33350,63243,77674,66853,78281,12109,8106,geog_1,Fateh Jang Tehsil,Rural,39,Attock,Punjab
868,tbl_05,Gender_Age_Group_Population,Census2017,Male,112426,2125,12087,24910,38975,48652,23901,33132,61654,71926,63233,68791,6019,3662,geog_1,Attock Tehsil,Urban,39,Attock,Punjab
869,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,6,0,0,0,0,1,1,3,6,6,6,6,0,0,geog_1,Jand Tehsil,Urban,39,Attock,Punjab
870,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,10,0,0,0,0,1,1,2,6,9,9,10,1,1,geog_1,Pindi Gheb Tehsil,Rural,39,Attock,Punjab
871,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,7,0,0,0,1,1,1,1,4,7,5,6,1,0,geog_1,Attock Tehsil,Rural,39,Attock,Punjab
872,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,0,0,1,4,4,4,4,0,0,geog_1,Pindi Gheb Tehsil,Urban,39,Attock,Punjab
873,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,1,1,1,3,3,3,3,0,0,geog_1,Hazro Tehsil,Urban,39,Attock,Punjab
874,tbl_05,Gender_Age_Group_Population,Census2017,Female,8146,162,771,1586,2407,3003,1484,2249,4292,5276,4590,5396,839,580,geog_1,Lawa Tehsil,Urban,40,Chakwal,Punjab
875,tbl_05,Gender_Age_Group_Population,Census2017,Female,69677,1420,7718,15641,23874,27966,13079,19470,37236,44006,38562,43014,4859,3066,geog_1,Chakwal Tehsil,Urban,40,Chakwal,Punjab
876,tbl_05,Gender_Age_Group_Population,Census2017,Female,20818,352,2163,4424,6783,8156,3927,5667,10987,13187,11291,13044,1879,1239,geog_1,Kallar Kahar Tehsil,Urban,40,Chakwal,Punjab
877,tbl_05,Gender_Age_Group_Population,Census2017,Female,64587,1342,6701,13129,19892,23644,11517,17170,33414,41080,35696,42291,6916,4679,geog_1,Kallar Kahar Tehsil,Rural,40,Chakwal,Punjab
878,tbl_05,Gender_Age_Group_Population,Census2017,Female,57314,1076,6010,11888,18546,22274,10903,15724,29285,35602,30696,36464,6080,4331,geog_1,Lawa Tehsil,Rural,40,Chakwal,Punjab
879,tbl_05,Gender_Age_Group_Population,Census2017,Female,175410,3431,18667,36964,56625,67253,32581,47908,91291,110300,95592,111729,17124,11771,geog_1,Tala Gang Tehsil,Rural,40,Chakwal,Punjab
880,tbl_05,Gender_Age_Group_Population,Census2017,Male,7447,203,842,1675,2644,3026,1372,1884,3504,4403,3730,4479,775,548,geog_1,Lawa Tehsil,Urban,40,Chakwal,Punjab
881,tbl_05,Gender_Age_Group_Population,Census2017,Male,61503,1279,6991,13834,21081,24424,11495,16254,30326,37197,31764,37846,6406,4386,geog_1,Kallar Kahar Tehsil,Rural,40,Chakwal,Punjab
882,tbl_05,Gender_Age_Group_Population,Census2017,Male,162481,3632,19529,38304,59415,66536,30007,41235,75672,94586,79867,96004,17148,11837,geog_1,Tala Gang Tehsil,Rural,40,Chakwal,Punjab
883,tbl_05,Gender_Age_Group_Population,Census2017,Male,11431,237,1359,2768,4320,5023,2364,3165,5800,6961,5782,6479,760,452,geog_1,Choa Saidan Shah Tehsil,Urban,40,Chakwal,Punjab
884,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,6,0,0,0,0,0,0,1,5,5,5,6,1,1,geog_1,Kallar Kahar Tehsil,Rural,40,Chakwal,Punjab
885,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,1,1,1,2,1,1,geog_1,Lawa Tehsil,Urban,40,Chakwal,Punjab
886,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,2,2,2,4,4,2,2,0,0,geog_1,Kallar Kahar Tehsil,Urban,40,Chakwal,Punjab
887,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,12,0,0,0,0,2,2,2,7,10,9,12,3,2,geog_1,Tala Gang Tehsil,Rural,40,Chakwal,Punjab
888,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,44,0,0,0,1,11,11,13,30,37,33,41,10,7,geog_1,Chakwal Tehsil,Rural,40,Chakwal,Punjab
889,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,1,1,1,2,1,1,geog_1,Choa Saidan Shah Tehsil,Rural,40,Chakwal,Punjab
890,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,11137,266,1358,2665,4027,4514,2075,3053,5855,6881,5984,6641,687,459,geog_1,Choa Saidan Shah Tehsil,Urban,40,Chakwal,Punjab
891,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,57314,1076,6010,11888,18546,22274,10903,15724,29285,35602,30696,36464,6080,4331,geog_1,Lawa Tehsil,Rural,40,Chakwal,Punjab
892,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,271680,5215,27404,54721,84681,101561,49254,73029,142128,173542,150577,176437,27500,18427,geog_1,Chakwal Tehsil,Rural,40,Chakwal,Punjab
893,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,64587,1342,6701,13129,19892,23644,11517,17170,33414,41080,35696,42291,6916,4679,geog_1,Kallar Kahar Tehsil,Rural,40,Chakwal,Punjab
894,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,175410,3431,18667,36964,56625,67253,32581,47908,91291,110300,95592,111729,17124,11771,geog_1,Tala Gang Tehsil,Rural,40,Chakwal,Punjab
895,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,8146,162,771,1586,2407,3003,1484,2249,4292,5276,4590,5396,839,580,geog_1,Lawa Tehsil,Urban,40,Chakwal,Punjab
896,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,32484,622,3462,6900,10500,12556,6116,9072,17471,20890,18173,20656,2660,1692,geog_1,Tala Gang Tehsil,Urban,40,Chakwal,Punjab
897,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,60913,1317,6794,13517,20357,23486,11024,16319,31447,38034,32867,38170,5599,3623,geog_1,Choa Saidan Shah Tehsil,Rural,40,Chakwal,Punjab
898,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,20818,352,2163,4424,6783,8156,3927,5667,10987,13187,11291,13044,1879,1239,geog_1,Kallar Kahar Tehsil,Urban,40,Chakwal,Punjab
899,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,69677,1420,7718,15641,23874,27966,13079,19470,37236,44006,38562,43014,4859,3066,geog_1,Chakwal Tehsil,Urban,40,Chakwal,Punjab
900,tbl_05,Gender_Age_Group_Population,Census2017,Female,60913,1317,6794,13517,20357,23486,11024,16319,31447,38034,32867,38170,5599,3623,geog_1,Choa Saidan Shah Tehsil,Rural,40,Chakwal,Punjab
901,tbl_05,Gender_Age_Group_Population,Census2017,Female,32484,622,3462,6900,10500,12556,6116,9072,17471,20890,18173,20656,2660,1692,geog_1,Tala Gang Tehsil,Urban,40,Chakwal,Punjab
902,tbl_05,Gender_Age_Group_Population,Census2017,Female,271680,5215,27404,54721,84681,101561,49254,73029,142128,173542,150577,176437,27500,18427,geog_1,Chakwal Tehsil,Rural,40,Chakwal,Punjab
903,tbl_05,Gender_Age_Group_Population,Census2017,Female,11137,266,1358,2665,4027,4514,2075,3053,5855,6881,5984,6641,687,459,geog_1,Choa Saidan Shah Tehsil,Urban,40,Chakwal,Punjab
904,tbl_05,Gender_Age_Group_Population,Census2017,Male,58453,1326,6951,14047,21141,23845,10729,15066,28642,34937,29919,34912,5290,3449,geog_1,Choa Saidan Shah Tehsil,Rural,40,Chakwal,Punjab
905,tbl_05,Gender_Age_Group_Population,Census2017,Male,31589,660,3514,7121,11120,12960,5962,8364,15777,19329,16485,19038,2793,1748,geog_1,Tala Gang Tehsil,Urban,40,Chakwal,Punjab
906,tbl_05,Gender_Age_Group_Population,Census2017,Male,52857,1172,6414,12593,19633,22062,9935,13433,24114,30248,25288,30783,5807,4068,geog_1,Lawa Tehsil,Rural,40,Chakwal,Punjab
907,tbl_05,Gender_Age_Group_Population,Census2017,Male,22320,372,2116,4562,7693,9844,5187,6830,12010,14278,11262,13050,1893,1269,geog_1,Kallar Kahar Tehsil,Urban,40,Chakwal,Punjab
908,tbl_05,Gender_Age_Group_Population,Census2017,Male,246589,5562,29040,57523,89674,101516,46124,62487,114601,143939,120247,145956,27383,18218,geog_1,Chakwal Tehsil,Rural,40,Chakwal,Punjab
909,tbl_05,Gender_Age_Group_Population,Census2017,Male,68508,1408,8059,16221,25082,28993,13459,18632,34447,41587,35372,40342,5383,3328,geog_1,Chakwal Tehsil,Urban,40,Chakwal,Punjab
910,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,10,0,0,0,1,1,1,2,7,9,8,9,1,1,geog_1,Tala Gang Tehsil,Urban,40,Chakwal,Punjab
911,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,1,1,3,4,4,4,4,0,0,geog_1,Lawa Tehsil,Rural,40,Chakwal,Punjab
912,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,29,0,0,0,0,4,4,10,24,27,27,29,3,2,geog_1,Chakwal Tehsil,Urban,40,Chakwal,Punjab
913,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,6,0,0,0,0,2,2,2,5,6,5,5,0,0,geog_1,Choa Saidan Shah Tehsil,Urban,40,Chakwal,Punjab
914,tbl_05,Gender_Age_Group_Population,Census2017,Female,140479,2964,15372,30535,47157,56595,27529,40002,73318,88308,76670,87622,11680,7733,geog_1,Pind Dadan Khan Tehsil,Rural,41,Jhelum,Punjab
915,tbl_05,Gender_Age_Group_Population,Census2017,Female,31925,698,3418,6615,10337,12686,6422,9419,17602,20904,18196,20272,2228,1339,geog_1,Pind Dadan Khan Tehsil,Urban,41,Jhelum,Punjab
916,tbl_05,Gender_Age_Group_Population,Census2017,Female,34128,658,3700,7415,11559,13780,6582,9815,18510,21659,18901,21151,2415,1571,geog_1,Dina Tehsil,Urban,41,Jhelum,Punjab
917,tbl_05,Gender_Age_Group_Population,Census2017,Female,130876,2741,14070,28332,44075,52888,25447,36909,68660,82108,71058,81334,10973,7257,geog_1,Jhelum Tehsil,Rural,41,Jhelum,Punjab
918,tbl_05,Gender_Age_Group_Population,Census2017,Female,92853,1817,9597,19511,30437,36756,17642,26179,50076,59783,52274,58703,6861,4359,geog_1,Jhelum Tehsil,Urban,41,Jhelum,Punjab
919,tbl_05,Gender_Age_Group_Population,Census2017,Male,79799,1607,8925,18277,29201,34730,16176,21822,38342,47024,39298,46789,7961,5296,geog_1,Dina Tehsil,Rural,41,Jhelum,Punjab
920,tbl_05,Gender_Age_Group_Population,Census2017,Male,12776,270,1379,2906,4770,5712,2618,3523,6272,7619,6387,7369,1065,684,geog_1,Sohawa Tehsil,Urban,41,Jhelum,Punjab
921,tbl_05,Gender_Age_Group_Population,Census2017,Male,123856,2854,14619,29758,46686,53931,24564,33505,59374,72464,60860,71561,11479,7406,geog_1,Jhelum Tehsil,Rural,41,Jhelum,Punjab
922,tbl_05,Gender_Age_Group_Population,Census2017,Male,131941,2955,15749,31753,49003,56226,25653,35055,62284,77378,65530,77164,12413,8241,geog_1,Pind Dadan Khan Tehsil,Rural,41,Jhelum,Punjab
923,tbl_05,Gender_Age_Group_Population,Census2017,Male,39099,656,3669,7798,12318,15297,7333,11549,22602,25860,22990,25333,2537,1606,geog_1,Dina Tehsil,Urban,41,Jhelum,Punjab
924,tbl_05,Gender_Age_Group_Population,Census2017,Male,97586,1797,9961,20529,32625,39531,18872,27548,52215,62387,53959,60873,7441,4579,geog_1,Jhelum Tehsil,Urban,41,Jhelum,Punjab
925,tbl_05,Gender_Age_Group_Population,Census2017,Male,83879,1994,10267,20386,31790,35467,15745,21234,38198,47472,39577,48393,9273,6418,geog_1,Sohawa Tehsil,Rural,41,Jhelum,Punjab
926,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,0,0,1,2,2,2,3,1,1,geog_1,Pind Dadan Khan Tehsil,Urban,41,Jhelum,Punjab
927,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,18,0,0,0,0,4,4,6,14,17,17,18,2,1,geog_1,Sohawa Tehsil,Rural,41,Jhelum,Punjab
928,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,11,0,0,0,0,2,2,3,8,8,7,10,3,3,geog_1,Dina Tehsil,Rural,41,Jhelum,Punjab
929,tbl_05,Gender_Age_Group_Population,Census2017,Female,91783,1851,9745,19505,30176,35593,16918,24795,46957,57073,49132,57904,9257,6290,geog_1,Sohawa Tehsil,Rural,41,Jhelum,Punjab
930,tbl_05,Gender_Age_Group_Population,Census2017,Female,13406,234,1337,2761,4420,5383,2597,3796,7216,8571,7472,8457,1067,712,geog_1,Sohawa Tehsil,Urban,41,Jhelum,Punjab
931,tbl_05,Gender_Age_Group_Population,Census2017,Female,85412,1593,8550,17455,27604,34089,16704,24186,45148,54193,46922,54257,7772,5284,geog_1,Dina Tehsil,Rural,41,Jhelum,Punjab
932,tbl_05,Gender_Age_Group_Population,Census2017,Male,32470,694,3537,7116,11171,13519,6585,9259,16985,20541,17749,19993,2408,1458,geog_1,Pind Dadan Khan Tehsil,Urban,41,Jhelum,Punjab
933,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,29,0,0,0,1,10,10,14,25,28,25,26,2,1,geog_1,Jhelum Tehsil,Rural,41,Jhelum,Punjab
934,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,23,0,0,0,1,7,7,10,18,21,17,20,3,2,geog_1,Pind Dadan Khan Tehsil,Rural,41,Jhelum,Punjab
935,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,32,0,0,0,1,7,7,13,25,30,27,30,3,2,geog_1,Jhelum Tehsil,Urban,41,Jhelum,Punjab
936,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,16,0,0,0,0,5,5,6,13,14,13,15,3,2,geog_1,Dina Tehsil,Urban,41,Jhelum,Punjab
937,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,0,0,0,1,2,3,2,3,1,0,geog_1,Sohawa Tehsil,Urban,41,Jhelum,Punjab
938,tbl_05,Gender_Age_Group_Population,Census2017,Female,47907,1070,5377,10841,16461,19180,8968,13300,24922,29925,25980,29485,3742,2393,geog_1,Kotli Sattian Tehsil,Rural,42,Rawalpindi,Punjab
939,tbl_05,Gender_Age_Group_Population,Census2017,Female,294558,5896,31225,62037,95693,114054,55151,80927,152782,184929,159811,187051,28749,19501,geog_1,Gujar Khan Tehsil,Rural,42,Rawalpindi,Punjab
940,tbl_05,Gender_Age_Group_Population,Census2017,Female,75336,1714,8795,17517,26147,29801,13780,20634,39668,46949,41034,46341,5600,3571,geog_1,Murree Tehsil,Urban,42,Rawalpindi,Punjab
941,tbl_05,Gender_Age_Group_Population,Census2017,Female,85038,1648,8674,17291,26988,32850,16100,23488,44447,53762,46436,54583,8499,5852,geog_1,Kallar Sayaddan Tehsil,Rural,42,Rawalpindi,Punjab
942,tbl_05,Gender_Age_Group_Population,Census2017,Female,245057,4872,27208,55838,86064,99531,45511,66908,131419,154153,134913,149365,15594,9676,geog_1,Taxila Tehsil,Urban,42,Rawalpindi,Punjab
943,tbl_05,Gender_Age_Group_Population,Census2017,Female,11073,236,1263,2535,3755,4321,2009,3028,5733,6894,6012,6878,918,604,geog_1,Kotli Sattian Tehsil,Urban,42,Rawalpindi,Punjab
944,tbl_05,Gender_Age_Group_Population,Census2017,Male,30350,691,3585,7236,11415,13065,5907,8128,15138,18329,15650,17565,2075,1278,geog_1,Kahuta Tehsil,Urban,42,Rawalpindi,Punjab
945,tbl_05,Gender_Age_Group_Population,Census2017,Male,25965,666,3267,6311,9739,11195,5284,7118,12540,15278,12757,14980,2326,1509,geog_1,Kallar Sayaddan Tehsil,Urban,42,Rawalpindi,Punjab
946,tbl_05,Gender_Age_Group_Population,Census2017,Male,590102,13255,70831,141446,215308,245741,112696,161513,301117,359422,310698,350670,42947,26804,geog_1,Rawalpindi Tehsil,Rural,42,Rawalpindi,Punjab
947,tbl_05,Gender_Age_Group_Population,Census2017,Male,81688,1729,9033,18236,27948,32422,14963,22025,43403,51482,45095,50683,5910,3714,geog_1,Murree Tehsil,Urban,42,Rawalpindi,Punjab
948,tbl_05,Gender_Age_Group_Population,Census2017,Male,89204,2097,11957,23639,35011,37811,16524,23607,43872,52119,44968,50679,6188,3841,geog_1,Taxila Tehsil,Rural,42,Rawalpindi,Punjab
949,tbl_05,Gender_Age_Group_Population,Census2017,Male,11324,266,1294,2649,4020,4614,2115,3067,5804,6941,5995,6845,917,590,geog_1,Kotli Sattian Tehsil,Urban,42,Rawalpindi,Punjab
950,tbl_05,Gender_Age_Group_Population,Census2017,Male,48976,1171,5638,11339,17247,20171,9463,13492,25031,30162,25998,29662,3912,2468,geog_1,Kotli Sattian Tehsil,Rural,42,Rawalpindi,Punjab
951,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,147,0,0,0,2,31,31,47,115,135,121,137,16,12,geog_1,Rawalpindi Tehsil,Rural,42,Rawalpindi,Punjab
952,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,13,0,0,0,0,3,3,3,10,12,11,13,2,1,geog_1,Kallar Sayaddan Tehsil,Rural,42,Rawalpindi,Punjab
953,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,11,0,0,0,0,2,2,2,3,6,5,11,7,5,geog_1,Kotli Sattian Tehsil,Rural,42,Rawalpindi,Punjab
954,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,0,2,2,2,0,0,geog_1,Kahuta Tehsil,Urban,42,Rawalpindi,Punjab
955,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,20,0,0,0,0,2,2,5,14,16,16,20,4,4,geog_1,Taxila Tehsil,Rural,42,Rawalpindi,Punjab
956,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,4,0,0,0,0,0,0,1,1,4,4,4,0,0,geog_1,Kotli Sattian Tehsil,Urban,42,Rawalpindi,Punjab
957,tbl_05,Gender_Age_Group_Population,Census2017,Female,86787,2003,11105,22209,32845,36352,16301,24098,44729,52151,45489,50577,5500,3480,geog_1,Taxila Tehsil,Rural,42,Rawalpindi,Punjab
958,tbl_05,Gender_Age_Group_Population,Census2017,Female,82475,1593,8311,16623,25946,31395,15389,22765,43325,52702,45656,53300,8104,5456,geog_1,Kahuta Tehsil,Rural,42,Rawalpindi,Punjab
959,tbl_05,Gender_Age_Group_Population,Census2017,Female,38140,794,4188,8347,12648,14752,6954,10570,19927,24088,20978,24056,3271,2066,geog_1,Murree Tehsil,Rural,42,Rawalpindi,Punjab
960,tbl_05,Gender_Age_Group_Population,Census2017,Female,1015201,20708,115464,232152,354658,415728,195979,290788,551609,643340,565336,620235,59634,36648,geog_1,Rawalpindi Tehsil,Urban,42,Rawalpindi,Punjab
